accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution
MT038403	MT038403.1	PY18	2018-07-10	South America	Paraguay	Bella Vista		Homo sapiens	2021-02-08		Graf et al.	Graf,T.C.,Vazquez,C.,Giovanetti,M.,Fonseca,V.S.,Bruycker,F.N.,Gomez,A.,Xavier,J.,Mendonca,M.C.L.,Jesus,J.G.,Claro,I.M.,Faria,N.R.,de Oliveira,T.,Filippis,A.M.B.,Abreu,A.L.,Oliveira,W.K.,Croda,J.,Albuquerque,C.F.C.,Rico,J.M.A.,Alcantara,L.C.J.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus
MT038406	MT038406.1	PY47	2015-04-26	South America	Paraguay	Central Paraguay	Guarambare	Homo sapiens	2021-02-08		Graf et al.	Graf,T.C.,Vazquez,C.,Giovanetti,M.,Fonseca,V.S.,Bruycker,F.N.,Gomez,A.,Xavier,J.,Mendonca,M.C.L.,Jesus,J.G.,Claro,I.M.,Faria,N.R.,de Oliveira,T.,Filippis,A.M.B.,Abreu,A.L.,Oliveira,W.K.,Croda,J.,Albuquerque,C.F.C.,Rico,J.M.A.,Alcantara,L.C.J.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus
MT038408	MT038408.1	PY49	2015-05-03	South America	Paraguay	Central Paraguay	Fernando de la Mora	Homo sapiens	2021-02-08		Graf et al.	Graf,T.C.,Vazquez,C.,Giovanetti,M.,Fonseca,V.S.,Bruycker,F.N.,Gomez,A.,Xavier,J.,Mendonca,M.C.L.,Jesus,J.G.,Claro,I.M.,Faria,N.R.,de Oliveira,T.,Filippis,A.M.B.,Abreu,A.L.,Oliveira,W.K.,Croda,J.,Albuquerque,C.F.C.,Rico,J.M.A.,Alcantara,L.C.J.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus
MT038409	MT038409.1	PY50	2015-05-06	South America	Paraguay	Central Paraguay	Fernando de la Mora	Homo sapiens	2021-02-08		Graf et al.	Graf,T.C.,Vazquez,C.,Giovanetti,M.,Fonseca,V.S.,Bruycker,F.N.,Gomez,A.,Xavier,J.,Mendonca,M.C.L.,Jesus,J.G.,Claro,I.M.,Faria,N.R.,de Oliveira,T.,Filippis,A.M.B.,Abreu,A.L.,Oliveira,W.K.,Croda,J.,Albuquerque,C.F.C.,Rico,J.M.A.,Alcantara,L.C.J.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus
MT150095	MT150095.1	Bol4	2015-04-26	South America	Bolivia	Cochabamba		Homo sapiens	2020-03-06		Franca et al.	Franca,C.M.,Loayza,R.,Miller,M.J.	University of Oklahoma, Sam Noble Museum
MT348963	MT348963.1	BK1060	2019-06-17	Asia	Thailand			Homo sapiens	2020-12-31		Chansaenroj et al.	Chansaenroj,J.,Khongwichit,S.,Thongmee,T.,Benjamanukul,S.,Chirathaworn,C.,Poovorawan,Y.	Faculty of Medical, Chulalongkorn University, Center of Excellence in Clinical Virology
MT348965	MT348965.1	BK1064	2019-06-24	Asia	Thailand			Homo sapiens	2020-12-31		Chansaenroj et al.	Chansaenroj,J.,Khongwichit,S.,Thongmee,T.,Benjamanukul,S.,Chirathaworn,C.,Poovorawan,Y.	Faculty of Medical, Chulalongkorn University, Center of Excellence in Clinical Virology
MT348968	MT348968.1	BK1072	2019-07-05	Asia	Thailand			Homo sapiens	2020-12-31		Chansaenroj et al.	Chansaenroj,J.,Khongwichit,S.,Thongmee,T.,Benjamanukul,S.,Chirathaworn,C.,Poovorawan,Y.	Faculty of Medical, Chulalongkorn University, Center of Excellence in Clinical Virology
MT349102	MT349102.1	BK1462	2019-10-04	Asia	Thailand			Homo sapiens	2020-12-31		Chansaenroj et al.	Chansaenroj,J.,Khongwichit,S.,Thongmee,T.,Benjamanukul,S.,Chirathaworn,C.,Poovorawan,Y.	Faculty of Medical, Chulalongkorn University, Center of Excellence in Clinical Virology
MT349284	MT349284.1	BK2171	2019-12-01	Asia	Thailand			Homo sapiens	2020-12-31		Chansaenroj et al.	Chansaenroj,J.,Khongwichit,S.,Thongmee,T.,Benjamanukul,S.,Chirathaworn,C.,Poovorawan,Y.	Faculty of Medical, Chulalongkorn University, Center of Excellence in Clinical Virology
MT349289	MT349289.1	BK2751	2020-01-22	Asia	Thailand			Homo sapiens	2020-12-31		Chansaenroj et al.	Chansaenroj,J.,Khongwichit,S.,Thongmee,T.,Benjamanukul,S.,Chirathaworn,C.,Poovorawan,Y.	Faculty of Medical, Chulalongkorn University, Center of Excellence in Clinical Virology
MT349292	MT349292.1	BK2887	2020-03-03	Asia	Thailand			Homo sapiens	2020-12-31		Chansaenroj et al.	Chansaenroj,J.,Khongwichit,S.,Thongmee,T.,Benjamanukul,S.,Chirathaworn,C.,Poovorawan,Y.	Faculty of Medical, Chulalongkorn University, Center of Excellence in Clinical Virology
